name;region;url;address;phone;email
Судебный участок № 59 Карабудахкентского района;Республика Дагестан;http://59.dag.msudrf.ru;368530, Республика Дагестан, Карабудахкентский район, с. Карабудахкент;тел. (87232) 2-23-98 тел. 55-67-79 ;05ms0059@e-dag.ru
Судебный участок № 60 Каякентского района;Республика Дагестан;http://60.dag.msudrf.ru;"368560, Республика Дагестан, Каякентский район, с. Новокаякент, ул. Буйнакского д. 1""а""";;05ms0060@e-dag.ru
Судебный участок № 61 Каякентского района;Республика Дагестан;http://61.dag.msudrf.ru;"368560, Республика Дагестан, Каякентский район, с. Новокаякент, ул. Буйнакского д. 1""а""";;05ms0061@e-dag.ru
Судебный участок № 62 Кизилюртовского района;Республика Дагестан;http://62.dag.msudrf.ru;368100, Республика Дагестан, Кизилюртовский район, г. Кизилюрт, про-т. , Шамиля, д. 4-а;тел. (87234) 3-18-43 ;05ms0062@e-dag.ru
Судебный участок № 63 Кизилюртовского района;Республика Дагестан;http://63.dag.msudrf.ru;368100, Республика Дагестан, Кизилюртовский район, г. Кизилюрт, про-т. , Шамиля, д. 4-а;тел. (87234) 3-32-23 тел. (87234) 3-32-23 тел. (8722) 55-67-74 ;05ms0063@e-dag.ru
Судебный участок № 64 Кизлярского района;Республика Дагестан;http://64.dag.msudrf.ru;368830, Республика Дагестан, г. Кизляр, ул. Первомайская, д. 13;"тел. (87239) 3-00-99; 8( 8722) 55-67-02 8 (87239) 3-06-74 ";05ms0064@e-dag.ru
Судебный участок № 65 Кизлярского района;Республика Дагестан;http://65.dag.msudrf.ru;368830, Республика Дагестан, г. Кизляр, ул. Первомайская, д. 13;8 (87239)2-08-30 8(87239)2-08-30 ;05ms0065@e-dag.ru
Судебный участок № 66 Кулинского района;Республика Дагестан;http://66.dag.msudrf.ru;368390, Республика Дагестан, Кулинский район, с. Вачи, ул. Майская, д. 129;;05ms0066@e-dag.ru
Судебный участок № 67 Кумторкалинского района;Республика Дагестан;http://67.dag.msudrf.ru;368080, Республика Дагестан, Кумторкалинский район, с. Коркмаскала, ул. Сталина, д. 51;;05ms0067@e-dag.ru
Судебный участок № 68 Курахского района;Республика Дагестан;http://68.dag.msudrf.ru;368180, Республика Дагестан, Курахский район, с. Курах;(87262) 2-41-41 (8722) 55-67-89 ;05ms0068@e-dag.ru
Судебный участок № 69 Лакского района;Республика Дагестан;http://69.dag.msudrf.ru;368360, Республика Дагестан, Лакский район, с. Кумух;(87267) 2-42-31 (8722) 55-67-39 ;05ms0069@e-dag.ru
Судебный участок № 70 Левашинского района;Республика Дагестан;http://70.dag.msudrf.ru;368320, Республика Дагестан, Левашинский район, с. Леваши;(87252) 2-12-17 (8722) 55-67-41 ;05ms0070@e-dag.ru
Судебный участок № 71 Левашинского района;Республика Дагестан;http://71.dag.msudrf.ru;368320, Республика Дагестан, Левашинский район, с. Леваши;(87252) 2-13-54 (87252) 55-67-42 ;05ms0071@e-dag.ru
Судебный участок № 72 Магарамкентского района;Республика Дагестан;http://72.dag.msudrf.ru;368780, Республика Дагестан, Магарамкентский район, с. Магарамкент, ул. А. Р. Исмаилова, д. 1, этаж 3;(87235) 2-59-99 (87235) 2-59-99 (87235) 2-59-99 ;05ms0072@e-dag.ru
Судебный участок № 73 Магарамкентского района;Республика Дагестан;http://73.dag.msudrf.ru;368780, Республика Дагестан, Магарамкентский район, с. Магарамкент, ул. Аскара, д. 1 этаж 3;(87235) 2-59-11 (87235) 2-59-11 ;05ms0073@e-dag.ru
Судебный участок № 74 Новолакского района;Республика Дагестан;http://74.dag.msudrf.ru;368160, Республика Дагестан, Новолакский район, с. Новолакское, ул. Ю. Мирзоева, д. 36;(87242) 2-10-30 (8722) 55-67-22 8(87242) 21-4-84 ;05ms0074@e-dag.ru
Судебный участок № 75 Ногайского района;Республика Дагестан;http://75.dag.msudrf.ru;368850, Республика Дагестан, Ногайский р-н, с. Терекли-Мектеб, ул. Карла Маркса, д. 17;(87256) 2-13-74 (8722) 55-67-96 ;05ms0075@e-dag.ru
Судебный участок № 76 Рутульского района;Республика Дагестан;http://76.dag.msudrf.ru;368700, Республика Дагестан, Рутульский район, с. Рутул;(87264) 2-36-16 (8722) 55-67-90 ;05ms0076@e-dag.ru
Судебный участок № 77 Сергокалинского района;Республика Дагестан;http://77.dag.msudrf.ru;368510, Республика Дагестан, Сергокалинский район, с. Сергокала, ул. 317 стрелковой Дивизии, д. 31-а;(87230) 2-32-06 (8722) 55-67-85 ;05ms0077@e-dag.ru
Судебный участок № 78 Сулейман-Стальского района;Республика Дагестан;http://78.dag.msudrf.ru;368760, Республика Дагестан, Сулейман-Стальский район, с. Касумкент, ул. М. Стальского д. 5;;05ms0078@e-dag.ru
Судебный участок № 79 Сулейман-Стальского района;Республика Дагестан;http://79.dag.msudrf.ru;368760, Республика Дагестан, Сулейман-Стальский район, с. Касумкент, ул. Мусаиба Стальского, д. 5;;05ms0079@e-dag.ru
Судебный участок № 80 Табасаранского района;Республика Дагестан;http://80.dag.msudrf.ru;368650, Республика Дагестан, Табасаранский район, с. Хучни, ул. Свободы, д. 45;(87249) 2-21-29 (87249) 2-21-29 05ms0080@e-dag.ru ;05ms0080@e-dag.ru
Судебный участок № 81 Табасаранского района;Республика Дагестан;http://81.dag.msudrf.ru;368650, Республика Дагестан, Табасаранский район, с. Хучни, ул. Свободы, д. 45;(87249) 2-21-28 8(87249) 22-1-28 8(87249) 2-21-28 8(87249) 22-1-28 ;05ms0081@e-dag.ru
Судебный участок № 82 Тарумовского района;Республика Дагестан;http://82.dag.msudrf.ru;368870, Республика Дагестан, Тарумовский район, с . Тарумовка, ул. Советская, д. 40/1.;"(87261) 3-13-27; 8722-55-67-14 87261-3-13-28 ";05ms0082@e-dag.ru
Судебный участок № 83 Тляратинского района;Республика Дагестан;http://83.dag.msudrf.ru;368420, Республика Дагестан, Тляратинский район, с. Тлярата;(87265) 3-42-64 8-872-2-55-67-99 ;05ms0083@e-dag.ru
Судебный участок № 84 Унцукульского района;Республика Дагестан;http://84.dag.msudrf.ru;368950, Республика Дагестан, Унцукульский район, с. Шамилькала;(8722) 55-68-05 (8722) 55-68-05 ;05ms0084@e-dag.ru
Судебный участок № 85 Хасавюртовского района;Республика Дагестан;http://85.dag.msudrf.ru;368000, Республика Дагестан, Хасавюртовский район, г. Хасавюрт, ул. Экскаваторная, д. 2а;(87231) 5-16-18 ;05ms0085@e-dag.ru
Судебный участок № 86 Хасавюртовского района;Республика Дагестан;http://86.dag.msudrf.ru;368000, Республика Дагестан, г. Хасавюрт, ул. Экскаваторная, д. 2а;;05ms0086@e-dag.ru
Судебный участок № 87 Хасавюртовского района;Республика Дагестан;http://87.dag.msudrf.ru;368000, Республика Дагестан, Хасавюртовский район, г. Хасавюрт, ул. Экскаваторная, д. 2а;(8722) 55-67-21 (8722) 55-67-21 ;05ms0087@e-dag.ru
Судебный участок № 88 Хивского района;Республика Дагестан;http://88.dag.msudrf.ru;368680, Республика Дагестан, Хивский район, с. Хив;(87244) 2-21-17 (8722) 55-67-94 05ms0088@e-dag.ru ;05ms0088@e-dag.ru
Судебный участок № 89 Хунзахского района;Республика Дагестан;http://89.dag.msudrf.ru;368260, Республика Дагестан, Хунзахский район, с. Хунзах;(87233) 3-22-35 (8722) 55-68-01 ;05ms0089@e-dag.ru
Судебный участок № 90 Цумадинского района;Республика Дагестан;http://90.dag.msudrf.ru;368900, Республика Дагестан, Цумадинский район, с. Агвали, ул. Правосудия, д. 1;;05ms0090@e-dag.ru
Судебный участок № 91 Цунтинского района;Республика Дагестан;http://91.dag.msudrf.ru;368412, Республика Дагестан, Цунтинский район, с. Кидеро;(8722) 55-06-45 (8722) 55-06-45 ;05ms0091@e-dag.ru
Судебный участок № 92 Чародинского района;Республика Дагестан;http://92.dag.msudrf.ru;368450, Республика Дагестан, Чародинский район, с. Цуриб, пл. И. Шамиля, д. 2;(87266) 2-23-43 05ms0092@e-dag.ru ;05ms0092@e-dag.ru
Судебный участок № 93 Шамильского района;Республика Дагестан;http://93.dag.msudrf.ru;368430, Республика Дагестан, Шамильский район, с. Хебда, ул. И. Шамиля, д. 34;;05ms0093@e-dag.ru
Судебный участок № 94 Кировского района г. Махачкалы;Республика Дагестан;http://94.dag.msudrf.ru;367000, Республика Дагестан, г. Махачкала, ул. Э. Капиева, д. 2;(8722) 67-28-36 (8722) 67-28-36 ;05ms0094@e-dag.ru
Судебный участок № 95 Кировского района г. Махачкалы;Республика Дагестан;http://95.dag.msudrf.ru;367000, Республика Дагестан, г. Махачкала, ул. Э. Капиева, д. 2;(8722) 68-19-61 (8722) 68-19-61 ;05ms0095@e-dag.ru
Судебный участок № 96 Ленинского района г. Махачкалы;Республика Дагестан;http://96.dag.msudrf.ru;367003, Республика Дагестан, г. Махачкала, ул. Ирчи Казака, д. 2а.;;05ms0096@e-dag.ru
Судебный участок № 97 Ленинского района г. Махачкалы;Республика Дагестан;http://97.dag.msudrf.ru;367012, Республика Дагестан, г. Махачкала, про-т. , Гамидова, д. 27;+7 (922) 414-42-40 (8722) 61-02-89 ;05ms0097@e-dag.ru
Судебный участок № 98 Советского района г. Махачкалы;Республика Дагестан;http://98.dag.msudrf.ru;367020, Республика Дагестан, г. Махачкала, ул. Леваневского, д. 1;(8722) 67-84-44 (8722) 67-84-44 05ms0013@e-dag.ru ;05ms0098@e-dag.ru
Судебный участок № 99 Советского района г. Махачкалы;Республика Дагестан;http://99.dag.msudrf.ru;367003, Республика Дагестан, г. Махачкала, ул. Ирчи Казака, д. 2а.;;05ms0099@e-dag.ru
Судебный участок № 100 г. Буйнакска;Республика Дагестан;http://100.dag.msudrf.ru;368220, Республика Дагестан, г. Буйнакск, ул. Шамхалова д. 1;(87237) 2-92-69 (87237) 2-92-69 (87237) 2-92-69 (87237) 2-92-69 ;05ms0100@e-dag.ru
Судебный участок № 101 г. Дербента;Республика Дагестан;http://101.dag.msudrf.ru;368600, Республика Дагестан, г. Дербент, ул. Советская, д. 15;(87240) 4-33-16 (87240) 4-33-16 ;05ms0101@e-dag.ru
Судебный участок № 102 г. Дербента;Республика Дагестан;http://102.dag.msudrf.ru;368600, Республика Дагестан, г. Дербент, ул. Буйнакского, д. 55;(87240) 4-72-79 (87240) 4-72-79 ;05ms0102@e-dag.ru
Судебный участок № 103 г. Каспийска;Республика Дагестан;http://103.dag.msudrf.ru;368300, Республика Дагестан, г. Каспийск, ул. Г. Цадасы, д. 43-а;(87246) 5-19-98 ;05ms0103@e-dag.ru
Судебный участок № 104 г. Каспийска;Республика Дагестан;http://104.dag.msudrf.ru;368300, Республика Дагестан, г. Каспийск, ул. Г. Цадасы, д. 43-а;(87246) 5-50-79 ;05ms0104@e-dag.ru
Судебный участок № 105 г. Кизляра;Республика Дагестан;http://105.dag.msudrf.ru;368830, Республика Дагестан, г. Кизляр, ул. Первомайская, д. 13;;05ms0105@e-dag.ru
Судебный участок № 106 г. Хасавюрта;Республика Дагестан;http://106.dag.msudrf.ru;368000, Республика Дагестан, г. Хасавюрт, ул. Экскаваторная, д. 2а;(87231) 5-12-57 ;05ms0106@e-dag.ru
Судебный участок № 107 г. Хасавюрта;Республика Дагестан;http://107.dag.msudrf.ru;368000, Республика Дагестан, г. Хасавюрт, ул. Экскаваторная, д. 2а;(87231) 5-22-78 ;05ms0107@e-dag.ru
Судебный участок № 108 г. Хасавюрта;Республика Дагестан;http://108.dag.msudrf.ru;368000, Республика Дагестан, г. Хасавюрт, ул. Экскаваторная, д. 2а;;05ms0108@e-dag.ru
Судебный участок № 109 Акушинского района;Республика Дагестан;http://109.dag.msudrf.ru;368280, Республика Дагестан, Акушинский район, с. Акуша, ул. Акушинского;;05ms0109@e-dag.ru
Судебный участок № 110 Ахтынского района;Республика Дагестан;http://110.dag.msudrf.ru;368730, Республика Дагестан, Ахтынский район, с. Ахты, ул. Байрамова, д. 1;(87263) 2-53-11 (87263) 2-33-11 ;05ms0110@e-dag.ru
Судебный участок № 111 Ботлихского района;Республика Дагестан;http://111.dag.msudrf.ru;368970, Республика Дагестан, Ботлихский район, с. Н. Ботлих;;05ms0111@e-dag.ru
Судебный участок № 112 Буйнакского района;Республика Дагестан;http://112.dag.msudrf.ru;368200, Республика Дагестан, Буйнакский район, г. Буйнакск, ул. Шамхалова, д. 1;;05ms0112@e-dag.ru
Судебный участок № 113 Дахадаевского района;Республика Дагестан;http://113.dag.msudrf.ru;368570, Республика Дагестан, Дахадаевский район, с. Уркарах;;05ms0113@e-dag.ru
Судебный участок № 114 Дербентского района;Республика Дагестан;http://114.dag.msudrf.ru;368600, Республика Дагестан, Дербентский район, г. Дербент, ул. Агасиева, д. 14-а;(87240) 4-27-83 (8722) 55-67-55 (8722) 55-67-55 ;05ms0114@e-dag.ru
Судебный участок № 115 Дербентского района;Республика Дагестан;http://115.dag.msudrf.ru;368600, Республика Дагестан, Дербентский район, г. Дербент, ул. Агасиева, д. 14-а;;05ms0115@e-dag.ru
Судебный участок № 116 Казбековского района;Республика Дагестан;http://116.dag.msudrf.ru;368140, Республика Дагестан, Казбековский район, с. Дылым ул. Матросова, д. 11;(87279) 2-13-10 (8722) 55-67-97 ;05ms0116@e-dag.ru
Судебный участок № 117 Карабудахкентского района;Республика Дагестан;http://117.dag.msudrf.ru;368530, Республика Дагестан, Карабудахкентский район, с. Карабудахкент;(87232) 2-23-02 (8722) 55-67-80 ;05ms0117@e-dag.ru
Судебный участок № 118 Каякентского района;Республика Дагестан;http://118.dag.msudrf.ru;"368560, Республика Дагестан, Каякентский район, с. Новокаякент, ул. Джабраиловой, д. 19 ""а""";;05ms0118@e-dag.ru
Судебный участок № 119 Кизилюртовского района;Республика Дагестан;http://119.dag.msudrf.ru;368100, Республика Дагестан, Кизилюртовский район, г. Кизилюрт, проспект Шамиля, д. 4-а;(87234) 3-17-34 (87234) 3-17-34 ;05ms0119@e-dag.ru
Судебный участок № 120 Кизлярского района;Республика Дагестан;http://120.dag.msudrf.ru;368830, Республика Дагестан, Кизлярский район, г. Кизляр, ул. Первомайская, д. 13;;05ms0120@e-dag.ru
Судебный участок № 121 Левашинского района;Республика Дагестан;http://121.dag.msudrf.ru;368320, Республика Дагестан, Левашинский район, с. Леваши;(87252) 2-10-55 (8722) 55-67-40 ;05ms0121@e-dag.ru
Судебный участок № 122 Магарамкентского района;Республика Дагестан;http://122.dag.msudrf.ru;368780, Республика Дагестан, Магарамкентский район, с. Магарамкент, ул. Аскара, д. 1 этаж 3;8(722) 55-67-61 05ms0122@e-dag.ru ;05ms0122@e-dag.ru
Судебный участок № 123 Сергокалинского района;Республика Дагестан;http://123.dag.msudrf.ru;368510, Республика Дагестан, Сергокалинский район, с. Сергокала, ул. 317 стрелковой Дивизии, д. 31-а;(87230) 3-92-94 8(722) 55-67-84 8(230) 2-32-94 8 (722) 55-67-84 ;05ms0123@e-dag.ru
Судебный участок № 124 Сулейман-Стальского района;Республика Дагестан;http://124.dag.msudrf.ru;368760, Республика Дагестан, Сулейман-Стальский район, с. Касумкент, ул. Мусаиба Стальского;(87236) 3-44-32 (8722) 55-67-93 ;05ms0124@e-dag.ru
Судебный участок № 125 Табасаранского района;Республика Дагестан;http://125.dag.msudrf.ru;368650, Республика Дагестан, Табасаранский район, с. Хучни, ул. Свободы, д. 45;8(87249) 2-20-08 8(87249) 2-20-08 ;05ms0125@e-dag.ru
Судебный участок № 126 Тарумовского района;Республика Дагестан;http://126.dag.msudrf.ru;368870, Республика Дагестан, Тарумовский район, с . Тарумовка, ул. Советская, д. 40/1;(87261) 3-15-79 ;05ms0126@e-dag.ru
Судебный участок № 127 Унцукульского района;Республика Дагестан;http://127.dag.msudrf.ru;368940, Республика Дагестан, Унцукульский район, с. Унцукуль;;05ms0127@e-dag.ru
Судебный участок № 128 Хасавюртовского района;Республика Дагестан;http://128.dag.msudrf.ru;368000, Республика Дагестан, Хасавюртовский район, г. Хасавюрт, ул. Экскаваторная, д. 2а;;05ms0128@e-dag.ru
Судебный участок № 129 Хасавюртовского района;Республика Дагестан;http://129.dag.msudrf.ru;368000, Республика Дагестан, Хасавюртовский район, г. Хасавюрт, ул. Экскаваторная, д. 2а;(87231) 5-22-63 ;05ms0129@e-dag.ru
Судебный участок № 130 Хасавюртовского района;Республика Дагестан;http://130.dag.msudrf.ru;368000, Республика Дагестан, Хасавюртовский район, г. Хасавюрт, ул. Экскаваторная, д. 2а;(87231) 5-16-30 ;05ms0130@e-dag.ru
Судебный участок № 131 Хунзахского района;Республика Дагестан;http://131.dag.msudrf.ru;368273, Республика Дагестан, Хунзахский район, с. Арани;(87233) 2-22-96 (8722) 55-68-02 ;05ms0131@e-dag.ru
Судебный участок № 1 Республики Ингушетия;Республика Ингушетия;http://1.ing.msudrf.ru;"386138, Республика Ингушетия, Назрановский район, с. п. Яндаре, микр. ""Новый"", д. 1 А";;mirsud.ri1@mail.ru
Судебный участок № 2 Республики Ингушетия;Республика Ингушетия;http://2.ing.msudrf.ru;386302, Республика Ингушетия, г. Малгобек, ул. Этуша, д. 3;;mirsud.ri2@mail.ru
Судебный участок № 3 Республики Ингушетия;Республика Ингушетия;http://3.ing.msudrf.ru;386338, Республика Ингушетия, с. Верхние Ачалуки, ул. Совхозная, д. 4;8 /8734/ 62-70-28 8 /8734/ 62-70-28 8 /8734/ 62-70-28 8 /8734/ 62-70-28 ;mirsud.ri3@mail.ru
Судебный участок № 4 Республики Ингушетия;Республика Ингушетия;http://4.ing.msudrf.ru;386302, Республика Ингушетия, г. Малгобек, ул. Этуша, д. 3;;mirsud.ri4@mail.ru
Судебный участок № 5 Республики Ингушетия;Республика Ингушетия;http://5.ing.msudrf.ru;386121, Республика Ингушетия, с. Кантышево, ул. Джабогиева, д. 144;;mirsud.ri5@mail.ru
Судебный участок № 6 Республики Ингушетия;Республика Ингушетия;http://6.ing.msudrf.ru;386126, Республика Ингушетия, с. Экажево, ул. Джабогиева, д. 1;;mirsud.ri6@mail.ru
Судебный участок № 7 Республики Ингушетия;Республика Ингушетия;http://7.ing.msudrf.ru;386127, Республика Ингушетия, с. Сурхахи, ул. Аушева, д. 1;;mirsud.ri7@mail.ru
Судебный участок № 8 Республики Ингушетия;Республика Ингушетия;http://8.ing.msudrf.ru;386101, Республика Ингушетия, г. Назрань, пр-т Базоркина, д. 70;;mirsud.ri8@mail.ru
Судебный участок № 9 Республики Ингушетия;Республика Ингушетия;http://9.ing.msudrf.ru;386101, Республика Ингушетия, г. Назрань, пр-т Базоркина, д. 70;;mirsud.ri9@mail.ru
Судебный участок № 10 Республики Ингушетия;Республика Ингушетия;http://10.ing.msudrf.ru;386124, Республика Ингушетия, м/о Плиевский, ул. Осканова, д. 62 А;;mirsud.ri10@mail.ru
Судебный участок № 11 Республики Ингушетия;Республика Ингушетия;http://11.ing.msudrf.ru;386203, Республика Ингушетия, г Сунжа, ул. Висаитова д. 9;;mirsud.ri11@mail.ru
Судебный участок № 12 Республики Ингушетия;Республика Ингушетия;http://12.ing.msudrf.ru;386245, Республика Ингушетия, ст. Троицкая, ул. Шоссейная, д. 6 А;;mirsud.ri12@mail.ru
Судебный участок № 13 Республики Ингушетия;Республика Ингушетия;http://13.ing.msudrf.ru;386241, Республика Ингушетия, с. Алхасты, ул. Заводская, д. 6;;mirsud.ri13@mail.ru
Судебный участок № 14 Республики Ингушетия;Республика Ингушетия;http://14.ing.msudrf.ru;386430, Республика Ингушетия, с. Джейрах, ул. Ахриева, д. 6;;mirsud.ri14@mail.ru
Судебный участок № 17 Республики Ингушетия;Республика Ингушетия;http://17.ing.msudrf.ru;386101, Республика Ингушетия, г. Назрань, пр-т Базоркина, д. 70;;mirsud.ri17@mail.ru
Судебный участок № 18 Республики Ингушетия;Республика Ингушетия;http://18.ing.msudrf.ru;386101, Республика Ингушетия, г. Назрань, пр-т Базоркина, д. 70;;mirsud.ri18@mail.ru
Судебный участок № 19 Республики Ингушетия;Республика Ингушетия;http://19.ing.msudrf.ru;386302, Республика Ингушетия, г. Малгобек, ул. Этуша, д. 3;;mirsud.ri19@mail.ru
Судебный участок № 15 Республики Ингушетия;Республика Ингушетия;http://15.ing.msudrf.ru/;386101, Республика Ингушетия, г Магас , ул З. Борова д. 13;mirsud.ri15@mail.ru ;mirsud.ri15@mail.ru
Судебный участок № 16 Республики Ингушетия;Республика Ингушетия;http://16.ing.msudrf.ru/;386203, Республика Ингушетия, г. Сунжа , ул. Ленина д. 65;8 (8734) 72-19-07 mirsud.ri16@mail.ru mirsud.ri16@mail.ru ;mirsud.ri16@mail.ru
Судебный участок № 1 г. Нальчика;Кабардино-Балкарская Республика;http://nalms1.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-38-81 ;nsu1.mirovsud@kbr.ru
Судебный участок № 2 г. Нальчика;Кабардино-Балкарская Республика;http://nalms2.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 85 (2 этаж);8(866-2) 77-85-57 ;nsu2.mirovsud@kbr.ru
Судебный участок № 3 г. Нальчика;Кабардино-Балкарская Республика;http://nalms3.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-05-66 ;nsu3.mirovsud@kbr.ru
Судебный участок № 4 г. Нальчика;Кабардино-Балкарская Республика;http://nalms4.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);;nsu4.mirovsud@kbr.ru
Судебный участок № 5 г. Нальчика;Кабардино-Балкарская Республика;http://nalms5.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 85 (2 этаж);8(866-2) 77-85-54 8(866-2) 77-85-58 ;nsu5.mirovsud@kbr.ru
Судебный участок № 6 г. Нальчика;Кабардино-Балкарская Республика;http://nalms6.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-12-85 ;nsu6.mirovsud@kbr.ru
Судебный участок № 7 г. Нальчика;Кабардино-Балкарская Республика;http://nalms7.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 85 (2 этаж);8(866-2) 77-85-51 8(866-2) 77-85-59 ;nsu7.mirovsud@kbr.ru
Судебный участок № 8 г. Нальчика;Кабардино-Балкарская Республика;http://nalms8.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-11-43 8(866-2) 42-11-43 ;nsu8.mirovsud@kbr.ru
Судебный участок № 9 г. Нальчика;Кабардино-Балкарская Республика;http://nalms9.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 101 (5 этаж);;nsu9.mirovsud@kbr.ru
Судебный участок № 10 г. Нальчика;Кабардино-Балкарская Республика;http://nalms10.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-03-44 ;nsu10.mirovsud@kbr.ru
Судебный участок № 11 г. Нальчика;Кабардино-Балкарская Республика;http://nalms11.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-05-86 ;nsu11.mirovsud@kbr.ru
Судебный участок № 12 г. Нальчика;Кабардино-Балкарская Республика;http://nalms12.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 101 (5 этаж);8(866-2) 44-37-25 ;nsu12.mirovsud@kbr.ru
Судебный участок № 13 г. Нальчика;Кабардино-Балкарская Республика;http://nalms13.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-11-03 ;nsu13.mirovsud@kbr.ru
Судебный участок № 14 г. Нальчика;Кабардино-Балкарская Республика;http://nalms14.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);;nsu14.mirovsud@kbr.ru
Судебный участок № 15 г. Нальчика;Кабардино-Балкарская Республика;http://nalms15.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 101 (5 этаж);15kbrmirsudrf@mail.ru ;nsu15.mirovsud@kbr.ru
Судебный участок № 16 г. Нальчика;Кабардино-Балкарская Республика;http://nalms16.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Ногмова, д. 72 (1 этаж);8(866-2) 42-21-61 ;nsu16.mirovsud@kbr.ru
Судебный участок № 17 г. Нальчика;Кабардино-Балкарская Республика;http://nalms17.kbr.msudrf.ru;360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Пушкина, д. 85 (2 этаж);8(866-2) 77-85-52 8(866-2) 77-85-60 ;nsu17.mirovsud@kbr.ru
Судебный участок № 4 Прохладненского судебного района;Кабардино-Балкарская Республика;http://prohms1.kbr.msudrf.ru;361045, Кабардино-Балкарская Республика, г. Прохладный, ул. Ленина, д. 104/1;(866-31) 4-62-47 ;psu4.mirovsud@kbr.ru
Судебный участок № 5 Прохладненского судебного района;Кабардино-Балкарская Республика;http://prohms2.kbr.msudrf.ru;361045, Кабардино-Балкарская Республика, г. Прохладный, ул. Ленина, д. 104/1;8 (86631) 4-51-15 ;psu5.mirovsud@kbr.ru
Судебный участок № 1 Прохладненского судебного района;Кабардино-Балкарская Республика;http://prms1.kbr.msudrf.ru;361045, Кабардино-Балкарская Республика, г. Прохладный, ул. Ленина, д. 104/1;;psu1.mirovsud@kbr.ru
Судебный участок № 2 Прохладненского судебного района;Кабардино-Балкарская Республика;http://prms2.kbr.msudrf.ru;361045, Кабардино-Балкарская Республика, г. Прохладный, ул. Ленина, д. 104/1;(866-31) 4-62-50 ;psu2.mirovsud@kbr.ru
Судебный участок № 3 Прохладненского судебного района;Кабардино-Балкарская Республика;http://prms3.kbr.msudrf.ru;361045, Кабардино-Балкарская Республика, г. Прохладный, ул. Ленина, д. 104/1;(866-31) 7-15-62 ;psu3.mirovsud@kbr.ru
Судебный участок № 1 Урванского судебного района;Кабардино-Балкарская Республика;http://urvms1.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Почтовая, д. 14;тел. (866-35) 4-30-32 ;usu1.mirovsud@kbr.ru
Судебный участок № 2 Урванского судебного района;Кабардино-Балкарская Республика;http://urvms2.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Почтовая, д. 14;тел. (866-35) 4-22-26 ;usu2.mirovsud@kbr.ru
Судебный участок № 3 Урванского судебного района;Кабардино-Балкарская Республика;http://urvms3.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Почтовая, д. 14;тел. (866-35) 4-49-80 ;usu3.mirovsud@kbr.ru
Судебный участок № 4 Урванского судебного района;Кабардино-Балкарская Республика;http://urvms4.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Почтовая, д. 14;(866-35) 4-26-17 ;usu4.mirovsud@kbr.ru
Судебный участок № 1 Лескенского судебного района;Кабардино-Балкарская Республика;http://leskms1.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Шекихачева, д. 25 (4 этаж);;lsu1.mirovsud@kbr.ru
Судебный участок № 2 Лескенского судебного района;Кабардино-Балкарская Республика;http://leskms2.kbr.msudrf.ru;361331, Кабардино-Балкарская Республика, г. Нарткала, ул. Шекихачева, д. 25 (4 этаж);;lsu2.mirovsud@kbr.ru
